run_name,run_type,timestamp,service,frontend_rps,frontend_total_requests_1m,service_rps,cpu_usage_cores,memory_usage_bytes,latency_avg_ms,latency_p95_ms,service_rps_was_missing,latency_avg_was_missing,latency_p95_was_missing,predicted_rps,rps_lag_1,rps_lag_2,rps_lag_3,service_rps_lag_1,rps_rolling_mean_3,future_cpu_usage_cores,future_memory_usage_bytes,required_replicas,svc_adservice,svc_cartservice,svc_checkoutservice,svc_currencyservice,svc_emailservice,svc_frontend,svc_paymentservice,svc_productcatalogservice,svc_recommendationservice,svc_shippingservice
train_01,train,2026-06-17 03:19:15,adservice,23.22811197141156,1393.6867182846931,15.6768484642219,0.0668362684413371,278290432.0,3.280868385346156,15.826923076923038,False,False,False,23.74109976837952,22.44661692822228,19.264144394307536,19.264144394307536,15.6768484642219,21.646291097980463,0.0742234445472226,277774336.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:20,adservice,23.22811197141156,1393.6867182846931,15.6768484642219,0.0684878421666578,278044672.0,3.280868385346156,15.826923076923038,False,False,False,23.74109976837952,23.22811197141156,22.44661692822228,19.264144394307536,15.6768484642219,22.967613623681803,0.0744579335918437,277774336.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:25,adservice,23.612368999870625,1416.742139992237,17.292823695959925,0.0733173899840502,278044672.0,3.293105670103033,15.93478260869564,False,False,False,23.21568116697056,23.22811197141156,23.22811197141156,22.44661692822228,15.6768484642219,23.356197647564585,0.0698243770185193,277774336.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:30,adservice,24.435926474431568,1466.1555884658942,17.292823695959925,0.0750297138002031,278036480.0,3.293105670103033,15.93478260869564,False,False,False,22.64175708785439,23.612368999870625,23.22811197141156,23.22811197141156,17.292823695959925,23.75880248190458,0.0635956066338787,278032384.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:35,adservice,24.435926474431568,1466.1555884658942,17.292823695959925,0.0706479778250209,278036480.0,3.293105670103033,15.93478260869564,False,False,False,22.64175708785439,24.435926474431568,23.612368999870625,23.22811197141156,17.292823695959925,24.16140731624459,0.0684854815729604,277766144.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:40,adservice,25.423728813559325,1525.4237288135594,17.822486738258508,0.0769108213757853,278028288.0,3.331273062730713,16.318181818181813,False,False,False,22.64175708785439,24.435926474431568,24.435926474431568,23.612368999870625,17.292823695959925,24.765193920807487,0.0689615207014947,277508096.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:45,adservice,23.74109976837952,1424.4659861027708,16.92152615437407,0.0742234445472226,277774336.0,3.5016229712859506,15.60625,False,False,False,21.84917578851729,25.423728813559325,24.435926474431568,24.435926474431568,17.822486738258508,24.533585018790138,0.0671319557392171,277512192.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:50,adservice,23.74109976837952,1424.4659861027708,16.921526154374074,0.0744579335918437,277774336.0,3.501622971285951,15.60625000000002,False,False,False,21.84917578851729,23.74109976837952,25.423728813559325,24.435926474431568,16.92152615437407,24.30197611677279,0.0651031428689968,277512192.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:19:55,adservice,23.21568116697056,1392.940870018234,17.225098498909187,0.0698243770185193,277774336.0,3.393909090908921,9.956140350877192,False,False,False,21.84917578851729,23.74109976837952,23.74109976837952,25.423728813559325,16.921526154374074,23.565960234576533,0.0675813007496988,278036480.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:00,adservice,22.64175708785439,1358.5054252712634,15.794885257377873,0.0635956066338787,278032384.0,3.202303523035136,9.639705882352953,False,False,False,28.540041744479844,23.21568116697056,23.74109976837952,23.74109976837952,17.225098498909187,23.19951267440149,0.0684195421704343,278036480.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:05,adservice,22.64175708785439,1358.5054252712634,15.794885257377873,0.0684854815729604,277766144.0,3.202303523035136,9.639705882352953,False,False,False,28.540041744479844,22.64175708785439,23.21568116697056,23.74109976837952,15.794885257377873,22.833065114226446,0.0729580792563992,279580672.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:10,adservice,22.64175708785439,1358.5054252712634,14.034059457523364,0.0689615207014947,277508096.0,3.3465324384788,9.57051282051282,False,False,False,28.540041744479844,22.64175708785439,22.64175708785439,23.21568116697056,15.794885257377873,22.64175708785439,0.0718535396913373,279580672.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:15,adservice,21.84917578851729,1310.950547311037,14.818179851601878,0.0671319557392171,277512192.0,3.106811594202831,9.166666666666664,False,False,False,41.8813326464022,22.64175708785439,22.64175708785439,22.64175708785439,14.034059457523364,22.37756332140869,0.0695352092012588,279580672.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:20,adservice,21.84917578851729,1310.950547311037,14.818179851601878,0.0651031428689968,277512192.0,3.106811594202831,9.166666666666664,False,False,False,41.8813326464022,21.84917578851729,22.64175708785439,22.64175708785439,14.818179851601878,22.11336955496299,0.0774182669617637,279502848.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:25,adservice,21.84917578851729,1310.950547311037,14.648053480141566,0.0675813007496988,278036480.0,2.655336426914045,8.181034482758616,False,False,False,41.8813326464022,21.84917578851729,21.84917578851729,22.64175708785439,14.818179851601878,21.84917578851729,0.0843526564221154,279429120.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:30,adservice,28.540041744479844,1712.4025046687905,18.19180489948369,0.0684195421704343,278036480.0,2.812259306803744,8.78928571428571,False,False,False,55.372259604948994,21.84917578851729,21.84917578851729,21.84917578851729,14.648053480141566,24.079464440504807,0.0855215995427674,279429120.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:35,adservice,28.540041744479844,1712.4025046687905,18.19180489948369,0.0729580792563992,279580672.0,2.812259306803744,8.78928571428571,False,False,False,55.372259604948994,28.540041744479844,21.84917578851729,21.84917578851729,18.19180489948369,26.309753092492326,0.086742416718789,279535616.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:40,adservice,28.540041744479844,1712.4025046687905,18.19180489948369,0.0718535396913373,279580672.0,2.812259306803744,8.78928571428571,False,False,False,55.372259604948994,28.540041744479844,28.540041744479844,21.84917578851729,18.19180489948369,28.540041744479844,0.088342478959416,279535616.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:45,adservice,41.8813326464022,2512.879958784132,27.541053987334976,0.0695352092012588,279580672.0,3.216708333333372,9.87951807228916,False,False,False,59.3354092906198,28.540041744479844,28.540041744479844,28.540041744479844,18.19180489948369,32.987138711787296,0.0895676129992682,279535616.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:50,adservice,41.8813326464022,2512.879958784132,27.541053987334976,0.0774182669617637,279502848.0,3.216708333333372,9.87951807228916,False,False,False,59.3354092906198,41.8813326464022,28.540041744479844,28.540041744479844,27.541053987334976,37.43423567909475,0.0909081025178977,279785472.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:20:55,adservice,41.8813326464022,2512.879958784132,27.541053987334976,0.0843526564221154,279429120.0,3.216708333333372,9.87951807228916,False,False,False,59.3354092906198,41.8813326464022,41.8813326464022,28.540041744479844,27.541053987334976,41.8813326464022,0.0912690240082632,279785472.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:00,adservice,55.372259604948994,3322.3355762969395,36.880263957627854,0.0855215995427674,279429120.0,3.222552664188468,11.288235294117602,False,False,False,57.4035271520866,41.8813326464022,41.8813326464022,41.8813326464022,27.541053987334976,46.37830829925113,0.0909171046161906,279846912.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:05,adservice,55.372259604948994,3322.3355762969395,36.880263957627854,0.086742416718789,279535616.0,3.222552664188468,11.288235294117602,False,False,False,57.4035271520866,55.372259604948994,41.8813326464022,41.8813326464022,36.880263957627854,50.87528395210006,0.0824823855223478,279908352.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:10,adservice,55.372259604948994,3322.3355762969395,36.880263957627854,0.088342478959416,279535616.0,3.222552664188468,11.288235294117602,False,False,False,57.4035271520866,55.372259604948994,55.372259604948994,41.8813326464022,36.880263957627854,55.372259604948994,0.0873022779264537,279908352.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:15,adservice,59.3354092906198,3560.1245574371883,40.37452544469564,0.0895676129992682,279535616.0,3.231326584976001,10.80468749999994,False,False,False,55.23237093485027,55.372259604948994,55.372259604948994,55.372259604948994,36.880263957627854,56.693309500172596,0.0824526539776301,279908352.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:20,adservice,59.3354092906198,3560.1245574371883,40.37452544469564,0.0909081025178977,279785472.0,3.231326584976001,10.80468749999994,False,False,False,55.23237093485027,59.3354092906198,55.372259604948994,55.372259604948994,40.37452544469564,58.014359395396205,0.0870378018224114,280027136.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:25,adservice,59.3354092906198,3560.1245574371883,40.37452544469564,0.0912690240082632,279785472.0,3.231326584976001,10.80468749999994,False,False,False,55.23237093485027,59.3354092906198,59.3354092906198,55.372259604948994,40.37452544469564,59.3354092906198,0.0860316600283484,280420352.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:30,adservice,57.4035271520866,3444.2116291251964,39.24307571425453,0.0909171046161906,279846912.0,3.351972602739688,10.47965116279069,False,False,False,57.5511274252753,59.3354092906198,59.3354092906198,59.3354092906198,40.37452544469564,58.6914485777754,0.0863206455105137,280453120.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:35,adservice,57.4035271520866,3444.2116291251964,39.24307571425453,0.0824823855223478,279908352.0,3.351972602739688,10.47965116279069,False,False,False,57.5511274252753,57.4035271520866,59.3354092906198,59.3354092906198,39.24307571425453,58.04748786493101,0.0828670046434675,280453120.0,3,True,False,False,False,False,False,False,False,False,False
train_01,train,2026-06-17 03:21:40,adservice,57.4035271520866,3444.2116291251964,39.24307571425453,0.0873022779264537,279908352.0,3.351972602739688,10.47965116279069,False,False,False,57.5511274252753,57.4035271520866,57.4035271520866,59.3354092906198,39.24307571425453,57.4035271520866,0.0864786299074418,280227840.0,3,True,False,False,False,False,False,False,False,False,False
