run_name,run_type,timestamp,service,frontend_rps,frontend_total_requests_1m,service_rps,cpu_usage_cores,memory_usage_bytes,latency_avg_ms,latency_p95_ms,service_rps_was_missing,latency_avg_was_missing,latency_p95_was_missing
test_01,test,2026-06-17 04:34:20,cartservice,13.297927087836309,797.8756252701786,26.177530698271124,0.0745593948648268,205459456.0,25.25074812967564,24.96249999999995,False,False,False
test_01,test,2026-06-17 04:34:20,checkoutservice,13.297927087836309,797.8756252701786,1.403494071808622,0.0248908918442277,70369280.0,110.0948275862069,683.3333333333325,False,False,False
test_01,test,2026-06-17 04:34:20,currencyservice,13.297927087836309,797.8756252701786,57.91435029629178,0.142012611678772,138289152.0,2.2795243619506573,7.965517241379308,False,False,False
test_01,test,2026-06-17 04:34:20,emailservice,13.297927087836309,797.8756252701786,0.8247296719408639,0.0168790630388222,119783424.0,1.3576923076929794,4.8,False,False,False
test_01,test,2026-06-17 04:34:20,frontend,13.297927087836309,797.8756252701786,10.4163484742035,0.2293062379192695,119672832.0,110.00419580419972,321.2499999999994,False,False,False
test_01,test,2026-06-17 04:34:20,paymentservice,13.297927087836309,797.8756252701786,0.8439687114038699,0.0090942413157103,121868288.0,1.8125,5.999999999999995,False,False,False
test_01,test,2026-06-17 04:34:20,productcatalogservice,13.297927087836309,797.8756252701786,67.18952633854134,0.1190162250022687,66789376.0,1.1649425287353743,4.911184645929848,False,False,False
test_01,test,2026-06-17 04:34:20,recommendationservice,13.297927087836309,797.8756252701786,6.842201722768649,0.080574089465338,182906880.0,6.892483660123415,19.784090909090907,False,False,False
test_01,test,2026-06-17 04:34:20,shippingservice,13.297927087836309,797.8756252701786,3.6655771756727855,0.0133178145395825,59686912.0,0.598728813559396,4.623076923076923,False,False,False
test_01,test,2026-06-17 04:34:25,adservice,19.73181832065732,1183.9090992394392,11.790939915080797,0.0357194323734029,283435008.0,2.0475806451611653,8.058823529411768,False,False,False
test_01,test,2026-06-17 04:34:25,cartservice,19.73181832065732,1183.9090992394392,26.177530698271124,0.0838828526100046,205467648.0,25.25074812967564,24.96249999999995,False,False,False
test_01,test,2026-06-17 04:34:25,checkoutservice,19.73181832065732,1183.9090992394392,1.403494071808622,0.0422570843427636,70381568.0,110.0948275862069,683.3333333333325,False,False,False
test_01,test,2026-06-17 04:34:25,currencyservice,19.73181832065732,1183.9090992394392,93.05151140624672,0.20390868763711,137699328.0,3.706565656565668,12.845714285714276,False,False,False
test_01,test,2026-06-17 04:34:25,emailservice,19.73181832065732,1183.9090992394392,1.5501277808035527,0.0199605222401673,120307712.0,2.0352941176471875,5.7499999999999885,False,False,False
test_01,test,2026-06-17 04:34:25,frontend,19.73181832065732,1183.9090992394392,19.020486823913863,0.2830451327159089,119066624.0,220.68630057803517,650.5102040816314,False,False,False
test_01,test,2026-06-17 04:34:25,paymentservice,19.73181832065732,1183.9090992394392,1.843395198793414,0.0090942413157103,121868288.0,1.82528735632204,7.20833333333333,False,False,False
test_01,test,2026-06-17 04:34:25,productcatalogservice,19.73181832065732,1183.9090992394392,67.18952633854134,0.1659786794515659,66523136.0,1.1649425287353743,4.911184645929848,False,False,False
test_01,test,2026-06-17 04:34:25,recommendationservice,19.73181832065732,1183.9090992394392,11.060371192760485,0.1114277374373057,182906880.0,17.286034115135415,78.08823529411765,False,False,False
test_01,test,2026-06-17 04:34:25,shippingservice,19.73181832065732,1183.9090992394392,6.137796677629513,0.0211550403298072,59551744.0,0.8606643356643153,4.775675675675676,False,False,False
test_01,test,2026-06-17 04:34:30,adservice,25.05341656541958,1503.204993925175,15.647911517030458,0.0395804256945283,284024832.0,1.9663710777627463,7.085937499999995,False,False,False
